lethargy,vomiting,diarrhea,loss_of_appetite,coughing,sneezing,nasal_discharge,limping,scratching,ear_discharge,eye_discharge,swelling,seizure,fever,excessive_thirst,weight_loss,weight_gain,bad_breath,skin_redness,age_months,duration_days,illness,severity
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122,72,obesity_related_strain,mild
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,parvovirus,emergency
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,198,9,urinary_tract_infection,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,112,2,urinary_tract_infection,moderate
1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,40,20,tick_borne_disease,severe
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,kennel_cough,mild
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,155,4,urinary_tract_infection,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,52,intestinal_parasites,moderate
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,92,865,osteoarthritis,moderate
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33,4,tick_borne_disease,severe
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,172,7,conjunctivitis,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,195,10,urinary_tract_infection,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,134,885,obesity_related_strain,mild
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,parvovirus,emergency
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,53,anxiety_behavioral,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,108,8,tick_borne_disease,severe
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,47,8,kennel_cough,mild
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,147,5,kennel_cough,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,68,464,hypothyroidism,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,36,intestinal_parasites,moderate
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,1,bloat_gdv,emergency
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,gastroenteritis,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,144,anxiety_behavioral,mild
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,57,intestinal_parasites,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,gastroenteritis,moderate
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,197,1,heatstroke,emergency
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,154,anxiety_behavioral,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,2,urinary_tract_infection,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,105,8,urinary_tract_infection,moderate
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,98,1,heatstroke,emergency
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,36,804,dental_disease,mild
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,158,13,ear_infection,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32,155,obesity_related_strain,mild
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,131,20,tick_borne_disease,severe
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,125,6,ear_infection,mild
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,63,330,osteoarthritis,moderate
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,66,794,dental_disease,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,52,55,mange,moderate
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,3,kennel_cough,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,84,399,hypothyroidism,moderate
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,164,1,heatstroke,emergency
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,704,hip_dysplasia,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127,490,hip_dysplasia,moderate
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,149,1,heatstroke,emergency
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,640,hip_dysplasia,moderate
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1,bloat_gdv,emergency
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,166,10,kennel_cough,mild
1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,184,1,heatstroke,emergency
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,29,intestinal_parasites,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,23,43,intestinal_parasites,moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,97,24,mange,moderate
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,64,62,dental_disease,mild
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,104,80,mange,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,parvovirus,emergency
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,31,7,urinary_tract_infection,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,4,parvovirus,emergency
1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,parvovirus,emergency
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180,4,ear_infection,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,110,53,mange,moderate
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,96,9,conjunctivitis,mild
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,1,bloat_gdv,emergency
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,4,ear_infection,mild
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,200,787,dental_disease,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,97,77,obesity_related_strain,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,12,ear_infection,mild
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28,272,obesity_related_strain,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,anxiety_behavioral,mild
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,166,730,osteoarthritis,moderate
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,129,20,tick_borne_disease,severe
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,171,167,dental_disease,mild
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,2,parvovirus,emergency
1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,4,parvovirus,emergency
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,70,8,conjunctivitis,mild
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,198,489,osteoarthritis,moderate
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,141,18,tick_borne_disease,severe
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,53,6,tick_borne_disease,severe
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,195,10,urinary_tract_infection,moderate
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,161,1,bloat_gdv,emergency
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,108,639,obesity_related_strain,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,9,conjunctivitis,mild
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,26,4,conjunctivitis,mild
1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,121,2,urinary_tract_infection,moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,129,231,hypothyroidism,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,3,parvovirus,emergency
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,127,658,osteoarthritis,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,parvovirus,emergency
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,5,gastroenteritis,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,145,117,obesity_related_strain,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33,19,mange,moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,167,329,hypothyroidism,moderate
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,101,811,dental_disease,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,93,9,urinary_tract_infection,moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,42,30,mange,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,2,gastroenteritis,moderate
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,133,854,osteoarthritis,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,476,hip_dysplasia,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,117,17,tick_borne_disease,severe
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,13,intestinal_parasites,moderate
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,83,802,dental_disease,mild
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,101,40,environmental_allergies,mild
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,5,gastroenteritis,moderate
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,89,2,conjunctivitis,mild
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,126,203,dental_disease,mild
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,56,7,ear_infection,mild
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,kennel_cough,mild
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,161,1,bloat_gdv,emergency
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,83,90,mange,moderate
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,89,104,environmental_allergies,mild
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,141,13,kennel_cough,mild
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,578,dental_disease,mild
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174,5,gastroenteritis,moderate
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,98,138,environmental_allergies,mild
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,72,680,osteoarthritis,moderate
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,73,3,kennel_cough,mild
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,17,15,mange,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,357,hip_dysplasia,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130,59,hip_dysplasia,moderate
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,36,4,conjunctivitis,mild
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,33,96,environmental_allergies,mild
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,150,284,osteoarthritis,moderate
1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,2,parvovirus,emergency
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,176,644,hypothyroidism,moderate
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,7,tick_borne_disease,severe
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,100,39,mange,moderate
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163,593,dental_disease,mild
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,122,136,environmental_allergies,mild
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,131,9,conjunctivitis,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118,109,hip_dysplasia,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121,569,osteoarthritis,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,47,65,obesity_related_strain,mild
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,heatstroke,emergency
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,139,anxiety_behavioral,mild
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,115,34,environmental_allergies,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160,4,urinary_tract_infection,moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,145,438,hypothyroidism,moderate
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,10,ear_infection,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,109,695,obesity_related_strain,mild
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,117,743,dental_disease,mild
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,32,intestinal_parasites,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,125,anxiety_behavioral,mild
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19,14,tick_borne_disease,severe
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,93,75,osteoarthritis,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,93,164,obesity_related_strain,mild
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,177,97,environmental_allergies,mild
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,35,110,environmental_allergies,mild
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,195,2,conjunctivitis,mild
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,8,kennel_cough,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,134,10,urinary_tract_infection,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,166,8,tick_borne_disease,severe
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,156,809,dental_disease,mild
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,108,185,osteoarthritis,moderate
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1,gastroenteritis,moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,85,640,hypothyroidism,moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,55,60,mange,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122,454,hip_dysplasia,moderate
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,137,4,kennel_cough,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,130,anxiety_behavioral,mild
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,30,1,heatstroke,emergency
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,208,hip_dysplasia,moderate
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,bloat_gdv,emergency
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,55,35,intestinal_parasites,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,100,anxiety_behavioral,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,198,292,hypothyroidism,moderate
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,122,6,ear_infection,mild
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,159,21,environmental_allergies,mild
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,132,1,heatstroke,emergency
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,174,166,dental_disease,mild
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,129,327,hypothyroidism,moderate
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,70,7,ear_infection,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,160,255,hip_dysplasia,moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,2,conjunctivitis,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,41,55,mange,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,3,gastroenteritis,moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,21,49,mange,moderate
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,2,kennel_cough,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,44,442,obesity_related_strain,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,169,646,hypothyroidism,moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,60,455,hypothyroidism,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,170,7,urinary_tract_infection,moderate
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,137,4,urinary_tract_infection,moderate
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,57,intestinal_parasites,moderate
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,177,11,ear_infection,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,190,13,tick_borne_disease,severe
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,64,3,ear_infection,mild
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33,9,tick_borne_disease,severe
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,111,osteoarthritis,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,154,9,urinary_tract_infection,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,4,parvovirus,emergency
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,146,6,ear_infection,mild
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,97,4,conjunctivitis,mild
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,28,118,environmental_allergies,mild
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,137,14,tick_borne_disease,severe
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,41,intestinal_parasites,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,parvovirus,emergency
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,43,1,heatstroke,emergency
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,134,1,heatstroke,emergency
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,41,72,environmental_allergies,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,62,9,urinary_tract_infection,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,parvovirus,emergency
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,121,anxiety_behavioral,mild
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,114,7,ear_infection,mild
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,parvovirus,emergency
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,152,8,ear_infection,mild
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,135,824,osteoarthritis,moderate
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,151,159,environmental_allergies,mild
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,97,64,mange,moderate
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,42,1,heatstroke,emergency
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,37,5,conjunctivitis,mild
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,62,164,environmental_allergies,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,54,anxiety_behavioral,mild
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,154,13,ear_infection,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109,199,hip_dysplasia,moderate
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,186,1,heatstroke,emergency
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,167,308,obesity_related_strain,mild
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,81,3,urinary_tract_infection,moderate
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100,1,heatstroke,emergency
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,79,160,environmental_allergies,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115,591,hip_dysplasia,moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,169,178,hypothyroidism,moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,157,11,ear_infection,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,163,2,urinary_tract_infection,moderate
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1,bloat_gdv,emergency
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,150,13,kennel_cough,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95,616,obesity_related_strain,mild
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,3,gastroenteritis,moderate
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,61,117,environmental_allergies,mild
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,parvovirus,emergency
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165,576,hip_dysplasia,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,44,9,urinary_tract_infection,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,154,746,osteoarthritis,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,27,77,obesity_related_strain,mild
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,93,1,bloat_gdv,emergency
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,157,anxiety_behavioral,mild
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,bloat_gdv,emergency
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,195,726,hypothyroidism,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,4,gastroenteritis,moderate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,563,hip_dysplasia,moderate
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,179,252,dental_disease,mild
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32,51,mange,moderate
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,96,339,dental_disease,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104,620,hip_dysplasia,moderate
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,gastroenteritis,moderate
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,75,62,environmental_allergies,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,164,anxiety_behavioral,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,88,anxiety_behavioral,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,109,anxiety_behavioral,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,139,288,hypothyroidism,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,36,anxiety_behavioral,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,83,64,mange,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,894,obesity_related_strain,mild
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,parvovirus,emergency
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,86,830,hypothyroidism,moderate
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107,9,kennel_cough,mild
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,17,intestinal_parasites,moderate
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,116,14,ear_infection,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,49,anxiety_behavioral,mild
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20,11,ear_infection,mild
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,parvovirus,emergency
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,124,688,dental_disease,mild
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110,4,kennel_cough,mild
